Id,Target
001bcdd2-bbb2-11e8-b2ba-ac1f6b6435d0,0
002679c2-bbb6-11e8-b2ba-ac1f6b6435d0,0
003feb6e-bbca-11e8-b2bc-ac1f6b6435d0,0
0067cae4-bb9d-11e8-b2b9-ac1f6b6435d0,0
00751f10-bbab-11e8-b2ba-ac1f6b6435d0,0
00855996-bbad-11e8-b2ba-ac1f6b6435d0,0
00b580c6-bbb2-11e8-b2ba-ac1f6b6435d0,0
00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0
01095156-bbb7-11e8-b2ba-ac1f6b6435d0,0
011364f4-bba1-11e8-b2b9-ac1f6b6435d0,0
0142ac38-bbb9-11e8-b2ba-ac1f6b6435d0,0
01453738-bbb8-11e8-b2ba-ac1f6b6435d0,0
015f63c8-bba5-11e8-b2ba-ac1f6b6435d0,0
01cd718c-bbc9-11e8-b2bc-ac1f6b6435d0,0
01dfa77a-bba2-11e8-b2b9-ac1f6b6435d0,0
02261342-bbb4-11e8-b2ba-ac1f6b6435d0,0
02271820-bbad-11e8-b2ba-ac1f6b6435d0,0
026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,0
0278970a-bbb6-11e8-b2ba-ac1f6b6435d0,0
02a13382-bbb0-11e8-b2ba-ac1f6b6435d0,0
02aa71e0-bba1-11e8-b2b9-ac1f6b6435d0,0
02d2c686-bbb5-11e8-b2ba-ac1f6b6435d0,0
02dca032-bba3-11e8-b2b9-ac1f6b6435d0,0
0386c70e-bbc3-11e8-b2bc-ac1f6b6435d0,0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0
03b53f4a-bbb3-11e8-b2ba-ac1f6b6435d0,0
03ec3e0c-bbca-11e8-b2bc-ac1f6b6435d0,0
03ff022c-bbc4-11e8-b2bc-ac1f6b6435d0,0
040fb954-bba7-11e8-b2ba-ac1f6b6435d0,0
0411e646-bbc2-11e8-b2bb-ac1f6b6435d0,0
000c99ba-bba4-11e8-b2b9-ac1f6b6435d0,1
01f3e0da-bb9f-11e8-b2b9-ac1f6b6435d0,1
02e27b14-bba9-11e8-b2ba-ac1f6b6435d0,1
0651f94a-bbb4-11e8-b2ba-ac1f6b6435d0,1
069310d0-bbb7-11e8-b2ba-ac1f6b6435d0,1
06eff580-bbb6-11e8-b2ba-ac1f6b6435d0,1
0770dca8-bba8-11e8-b2ba-ac1f6b6435d0,1
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,1
0905b28c-bbad-11e8-b2ba-ac1f6b6435d0,1
0dcae53e-bba9-11e8-b2ba-ac1f6b6435d0,1
0dfa6a3e-bbbd-11e8-b2ba-ac1f6b6435d0,1
0e40a38c-bba9-11e8-b2ba-ac1f6b6435d0,1
0e4f82ec-bbb5-11e8-b2ba-ac1f6b6435d0,1
1099781c-bbc1-11e8-b2bb-ac1f6b6435d0,1
12f5cb5e-bbaf-11e8-b2ba-ac1f6b6435d0,1
13082412-bbbd-11e8-b2ba-ac1f6b6435d0,1
136873e8-bb9b-11e8-b2b9-ac1f6b6435d0,1
144c1132-bbb1-11e8-b2ba-ac1f6b6435d0,1
160fed1c-bb9e-11e8-b2b9-ac1f6b6435d0,1
1625b570-bbc6-11e8-b2bc-ac1f6b6435d0,1
167b88dc-bbbd-11e8-b2ba-ac1f6b6435d0,1
1968ae20-bba5-11e8-b2ba-ac1f6b6435d0,1
19865348-bbbf-11e8-b2ba-ac1f6b6435d0,1
1a97421e-bbbb-11e8-b2ba-ac1f6b6435d0,1
1c40f88a-bbbb-11e8-b2ba-ac1f6b6435d0,1
1e3f925e-bbb1-11e8-b2ba-ac1f6b6435d0,1
1eaa717e-bba1-11e8-b2b9-ac1f6b6435d0,1
1f1d0464-bbab-11e8-b2ba-ac1f6b6435d0,1
1f43745c-bbb8-11e8-b2ba-ac1f6b6435d0,1
1fd9e038-bbb1-11e8-b2ba-ac1f6b6435d0,1
005ccb94-bbca-11e8-b2bc-ac1f6b6435d0,2
007811e6-bbbc-11e8-b2ba-ac1f6b6435d0,2
009e88e0-bbc5-11e8-b2bc-ac1f6b6435d0,2
00b1b8b8-bba5-11e8-b2ba-ac1f6b6435d0,2
00ed296c-bbb3-11e8-b2ba-ac1f6b6435d0,2
00f42960-bbb3-11e8-b2ba-ac1f6b6435d0,2
0115f496-bbb8-11e8-b2ba-ac1f6b6435d0,2
01b54382-bb9c-11e8-b2b9-ac1f6b6435d0,2
01bc4dc6-bbbf-11e8-b2ba-ac1f6b6435d0,2
021eacc4-bba0-11e8-b2b9-ac1f6b6435d0,2
022810e2-bbb5-11e8-b2ba-ac1f6b6435d0,2
0241b984-bb9c-11e8-b2b9-ac1f6b6435d0,2
0250e242-bb9c-11e8-b2b9-ac1f6b6435d0,2
028a827a-bba8-11e8-b2ba-ac1f6b6435d0,2
02b03bfc-bbc4-11e8-b2bc-ac1f6b6435d0,2
02b8f364-bbba-11e8-b2ba-ac1f6b6435d0,2
036bdf66-bbc8-11e8-b2bc-ac1f6b6435d0,2
03834516-bbc8-11e8-b2bc-ac1f6b6435d0,2
039399fc-bbaa-11e8-b2ba-ac1f6b6435d0,2
03f6a278-bbc7-11e8-b2bc-ac1f6b6435d0,2
03ff65ee-bbc6-11e8-b2bc-ac1f6b6435d0,2
0419ecaa-bb9b-11e8-b2b9-ac1f6b6435d0,2
04b74f22-bbb4-11e8-b2ba-ac1f6b6435d0,2
054bea6a-bba0-11e8-b2b9-ac1f6b6435d0,2
05784754-bba0-11e8-b2b9-ac1f6b6435d0,2
05caf1fe-bba3-11e8-b2b9-ac1f6b6435d0,2
0648201e-bbc3-11e8-b2bc-ac1f6b6435d0,2
0716323c-bba1-11e8-b2b9-ac1f6b6435d0,2
074a8548-bba9-11e8-b2ba-ac1f6b6435d0,2
07e1f7ee-bbbc-11e8-b2ba-ac1f6b6435d0,2
006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,3
00c9616e-bba7-11e8-b2ba-ac1f6b6435d0,3
00cb9586-bbc2-11e8-b2bb-ac1f6b6435d0,3
011945ae-bbb5-11e8-b2ba-ac1f6b6435d0,3
018004a0-bbb1-11e8-b2ba-ac1f6b6435d0,3
01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3
0217b490-bb9c-11e8-b2b9-ac1f6b6435d0,3
029f7ac0-bbb9-11e8-b2ba-ac1f6b6435d0,3
0359527c-bbbb-11e8-b2ba-ac1f6b6435d0,3
038f6bd0-bba9-11e8-b2ba-ac1f6b6435d0,3
03d25c28-bbaf-11e8-b2ba-ac1f6b6435d0,3
041a316a-bbc8-11e8-b2bc-ac1f6b6435d0,3
