Id,Target
001bcdd2-bbb2-11e8-b2ba-ac1f6b6435d0,0
002679c2-bbb6-11e8-b2ba-ac1f6b6435d0,0
003feb6e-bbca-11e8-b2bc-ac1f6b6435d0,0
0067cae4-bb9d-11e8-b2b9-ac1f6b6435d0,0
00751f10-bbab-11e8-b2ba-ac1f6b6435d0,0
00855996-bbad-11e8-b2ba-ac1f6b6435d0,0
00b580c6-bbb2-11e8-b2ba-ac1f6b6435d0,0
00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0
01095156-bbb7-11e8-b2ba-ac1f6b6435d0,0
011364f4-bba1-11e8-b2b9-ac1f6b6435d0,0
0142ac38-bbb9-11e8-b2ba-ac1f6b6435d0,0
01453738-bbb8-11e8-b2ba-ac1f6b6435d0,0
015f63c8-bba5-11e8-b2ba-ac1f6b6435d0,0
01cd718c-bbc9-11e8-b2bc-ac1f6b6435d0,0
01dfa77a-bba2-11e8-b2b9-ac1f6b6435d0,0
02261342-bbb4-11e8-b2ba-ac1f6b6435d0,0
02271820-bbad-11e8-b2ba-ac1f6b6435d0,0
026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,0
0278970a-bbb6-11e8-b2ba-ac1f6b6435d0,0
02a13382-bbb0-11e8-b2ba-ac1f6b6435d0,0
02aa71e0-bba1-11e8-b2b9-ac1f6b6435d0,0
02d2c686-bbb5-11e8-b2ba-ac1f6b6435d0,0
02dca032-bba3-11e8-b2b9-ac1f6b6435d0,0
0386c70e-bbc3-11e8-b2bc-ac1f6b6435d0,0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0
03b53f4a-bbb3-11e8-b2ba-ac1f6b6435d0,0
03ec3e0c-bbca-11e8-b2bc-ac1f6b6435d0,0
03ff022c-bbc4-11e8-b2bc-ac1f6b6435d0,0
040fb954-bba7-11e8-b2ba-ac1f6b6435d0,0
0411e646-bbc2-11e8-b2bb-ac1f6b6435d0,0
0412456c-bba6-11e8-b2ba-ac1f6b6435d0,0
042b856a-bb9a-11e8-b2b9-ac1f6b6435d0,0
043798f6-bb9e-11e8-b2b9-ac1f6b6435d0,0
04494456-bbb3-11e8-b2ba-ac1f6b6435d0,0
044e4cd2-bba2-11e8-b2b9-ac1f6b6435d0,0
0462f3c6-bba7-11e8-b2ba-ac1f6b6435d0,0
047f68c6-bbbb-11e8-b2ba-ac1f6b6435d0,0
048ef882-bbb0-11e8-b2ba-ac1f6b6435d0,0
0497a9cc-bbca-11e8-b2bc-ac1f6b6435d0,0
04db2e42-bb9b-11e8-b2b9-ac1f6b6435d0,0
04e6f8f8-bb9b-11e8-b2b9-ac1f6b6435d0,0
04f76528-bbc1-11e8-b2bb-ac1f6b6435d0,0
04fbd60e-bba7-11e8-b2ba-ac1f6b6435d0,0
04fd5b44-bbb3-11e8-b2ba-ac1f6b6435d0,0
051b0d08-bbc5-11e8-b2bc-ac1f6b6435d0,0
0520b376-bbba-11e8-b2ba-ac1f6b6435d0,0
0535d4cc-bbab-11e8-b2ba-ac1f6b6435d0,0
059e4b10-bbb0-11e8-b2ba-ac1f6b6435d0,0
05a37b7c-bbbe-11e8-b2ba-ac1f6b6435d0,0
05c5da42-bbae-11e8-b2ba-ac1f6b6435d0,0
00e77c9c-bbc2-11e8-b2bb-ac1f6b6435d0,4
0148ee6a-bba3-11e8-b2b9-ac1f6b6435d0,4
0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4
01b79bd0-bba3-11e8-b2b9-ac1f6b6435d0,4
0246331e-bbc0-11e8-b2bb-ac1f6b6435d0,4
0264fdd4-bbb7-11e8-b2ba-ac1f6b6435d0,4
0288d6f4-bbc2-11e8-b2bb-ac1f6b6435d0,4
029df10a-bbaf-11e8-b2ba-ac1f6b6435d0,4
03451a40-bbb2-11e8-b2ba-ac1f6b6435d0,4
03561dea-bbb2-11e8-b2ba-ac1f6b6435d0,4
03ae7490-bba8-11e8-b2ba-ac1f6b6435d0,4
03d00c42-bbba-11e8-b2ba-ac1f6b6435d0,4
03d77058-bbac-11e8-b2ba-ac1f6b6435d0,4
0506004a-bbaa-11e8-b2ba-ac1f6b6435d0,4
050dc2ee-bbaa-11e8-b2ba-ac1f6b6435d0,4
05302d60-bbb0-11e8-b2ba-ac1f6b6435d0,4
055b1084-bbab-11e8-b2ba-ac1f6b6435d0,4
05ad1932-bbac-11e8-b2ba-ac1f6b6435d0,4
0601db06-bbc6-11e8-b2bc-ac1f6b6435d0,4
0680966c-bba3-11e8-b2b9-ac1f6b6435d0,4
06bb2314-bbac-11e8-b2ba-ac1f6b6435d0,4
072206c4-bbb6-11e8-b2ba-ac1f6b6435d0,4
073083b6-bbac-11e8-b2ba-ac1f6b6435d0,4
07394cbe-bbb4-11e8-b2ba-ac1f6b6435d0,4
0798b77e-bba2-11e8-b2b9-ac1f6b6435d0,4
07a134ce-bb9a-11e8-b2b9-ac1f6b6435d0,4
07aa3fc0-bbc1-11e8-b2bb-ac1f6b6435d0,4
07b0a1d0-bbad-11e8-b2ba-ac1f6b6435d0,4
07d47338-bbaf-11e8-b2ba-ac1f6b6435d0,4
086d2040-bbca-11e8-b2bc-ac1f6b6435d0,4
0877e2a6-bbc9-11e8-b2bc-ac1f6b6435d0,4
08c1e71c-bbbe-11e8-b2ba-ac1f6b6435d0,4
09049354-bbc4-11e8-b2bc-ac1f6b6435d0,4
0962805a-bbc8-11e8-b2bc-ac1f6b6435d0,4
097f453a-bba2-11e8-b2b9-ac1f6b6435d0,4
0992f466-bbae-11e8-b2ba-ac1f6b6435d0,4
0a5cb468-bbae-11e8-b2ba-ac1f6b6435d0,4
0a6068e8-bbb7-11e8-b2ba-ac1f6b6435d0,4
0b13bb5a-bbc1-11e8-b2bb-ac1f6b6435d0,4
0b504976-bbad-11e8-b2ba-ac1f6b6435d0,4
0b728cca-bbc1-11e8-b2bb-ac1f6b6435d0,4
0b7a5204-bbb5-11e8-b2ba-ac1f6b6435d0,4
0c013c14-bba7-11e8-b2ba-ac1f6b6435d0,4
0c4335f8-bbbe-11e8-b2ba-ac1f6b6435d0,4
0c6cf3ae-bba8-11e8-b2ba-ac1f6b6435d0,4
0ccc4c36-bbae-11e8-b2ba-ac1f6b6435d0,4
0e08b992-bba7-11e8-b2ba-ac1f6b6435d0,4
0e4e27ee-bba1-11e8-b2b9-ac1f6b6435d0,4
0e7093dc-bba2-11e8-b2b9-ac1f6b6435d0,4
0edd5a08-bbac-11e8-b2ba-ac1f6b6435d0,4
